ImageNumber,ObjectNumber,Metadata_Chan,Metadata_Cohort,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Marker1,Metadata_Marker2,Metadata_Marker3,Metadata_Marker4,Metadata_Mouse,Metadata_Person,Metadata_Probe1,Metadata_Probe2,Metadata_Probe3,Metadata_ROI,Metadata_Region,Metadata_Section,Metadata_Series,Metadata_Slide,Metadata_Time,Metadata_Tissue,Metadata_arb,FileName_Arntl,FileName_DAPI,FileName_Per1,FileName_Piezo1,PathName_Arntl,PathName_DAPI,PathName_Per1,PathName_Piezo1,Children_Arntl_puncta_Count,Children_Per1_puncta_Count,Children_Piezo1_puncta_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_nuclei
5,23,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,2,2,235.93929286190794,152.47965310206806,0,23,23
5,24,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,1,185.22522522522522,145.52477477477478,0,24,24
5,25,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,1,2,42.92925430210325,161.2683237731039,0,25,25
5,26,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,1,3,168.06982872200263,158.16864295125166,0,26,26
5,27,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,5,274.7596081386586,167.98266767143934,0,27,27
5,28,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,2,209.2608695652174,172.57841614906832,0,28,28
5,29,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,1,2,3,180.68003084040092,188.02698535080955,0,29,29
5,30,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,1,1,268.0528888888889,197.88622222222222,0,30,30
5,31,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,1,3,215.251507840772,213.13630880579012,0,31,31
5,32,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,5,89.31148192292412,206.1601112435439,0,32,32
5,33,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,0,137.73310423825887,214.91752577319588,0,33,33
5,34,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,2,60.36144578313253,221.8132530120482,0,34,34
5,35,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,1,0,151.9911111111111,224.78666666666666,0,35,35
5,36,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,2,2,230.35486981677917,244.8659594985535,0,36,36
5,37,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,2,4,85.21301369863014,249.7609589041096,0,37,37
5,38,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,1,2,1,156.86677908937605,236.93760539629005,0,38,38
5,39,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,5,188.68490566037735,241.67075471698112,0,39,39
5,40,nan,NOC,20240222,nan,0,DAPI,PIEZO1,ARNTL,PER1,85.08,REF,570,650,520,nan,BLAD,nan,0,2,PM,nan,c1-4,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0003.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0001.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0004.tif,20240222_REF_NOC_BLAD_PM_85.08_2_DAPI_PIEZO1_570_ARNTL_650_PER1_520_s3_ROI1_c1-4_Detrusor1_Ch0002.tif,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,\\data.arcc.uwyo.edu\cluster\alcova\bedfordlab\Nocturia\Bladder Images\Counting_ROI\All_Crops\Detrusor\Images for second script,0,0,2,203.14350282485876,269.20338983050846,0,40,40
